CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222320-2,"Pomes, peres i codonys"
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222321-9,Pomes
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222322-6,Peres
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222323-3,Codonys
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222330-5,Fruites de pinyol
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222331-2,Albercocs
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222332-9,Préssecs
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222333-6,Cireres
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222334-3,Prunes
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222340-8,Raïm
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222341-5,Raïm de taula
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222342-2,Raïm de vi
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03200000-3,"Cereals, patates, hortalisses, fruites i fruites de closca",03220000-9,"Hortalisses, fruites i fruits de closca",03222400-7,Olives
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311000-2,"Peixos, crustacis i productes aquàtics"
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311100-3,Peixos plans
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311110-6,Llenguado
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311120-9,Palaia
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311200-4,Peixos de la família del bacallà
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311210-7,Bacallà
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311220-0,Abadejo
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311230-3,Lluç
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311240-6,Eglefí
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311300-5,Arengada
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311400-6,Tonyina
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311500-7,Merlà
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311600-8,Xanguet
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03311700-9,Salmó
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03312000-9,Crustacis
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03312100-0,Ostres
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03312200-1,Mol·luscs
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03312300-2,Invertebrats aquàtics
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03313000-6,Productes aquàtics
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03313100-7,Coralls o productes similars
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03313200-8,Esponges naturals
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03313300-9,Algues marines
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03310000-5,"Peixos, crustacis i productes aquàtics",03313310-2,Algues
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03321000-5,Bestiar boví
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03321100-6,Bovins
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03321200-7,Vedells
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03322000-2,Bestiar no boví
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03322100-3,Ovelles
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03322200-4,Cabres
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03322300-5,Cavalls
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03323000-9,Porcs
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03324000-6,Aviram viu
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03325000-3,Animals petits
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03325100-4,Conills
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03320000-8,Bestiar i animals petits,03325200-5,Llebres
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03331000-0,Llet fresca d'ovella i de cabra
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03331100-1,Llet d'ovella
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03331200-2,Llet de cabra
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03332000-7,Llana i pèl d'animals
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03332100-8,Llana d'esquilada
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03332200-9,Pèl d'animal
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03330000-3,Productes d'animals de granja,03333000-4,Llet fresca de vaca
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03300000-2,"Productes de la ramaderia, la caça i la pesca",03340000-6,Marques auriculars per a animals,03341000-3,Marques auriculars per a bestiar boví
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03400000-4,Productes de la silvicultura i de l'explotació forestal,03410000-7,Fusta,03411000-4,Fusta de coníferes
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03400000-4,Productes de la silvicultura i de l'explotació forestal,03410000-7,Fusta,03412000-1,Fusta tropical
03000000-1,"Productes de l'agricultura, la ramaderia, la pesca, la silvicultura i productes afins",03400000-4,Productes de la silvicultura i de l'explotació forestal,03410000-7,Fusta,03413000-8,Fusta de llenya
